"Id","Cluster","TargetType","Domain","TargetUrl","DR_Est","Cost","RatPDF_Page","Anchor_Text","Pitch","Contact","Priority","Status"
"313","Compress PDF","Resource page","fiu.edu","https://www.fiu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@fiu.edu OR library@fiu.edu","P1","Not started"
"314","Compress PDF","Resource page","fiu.edu","https://www.fiu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@fiu.edu OR library@fiu.edu","P1","Not started"
"315","PDF to Text","Resource page","fiu.edu","https://www.fiu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@fiu.edu OR library@fiu.edu","P1","Not started"
"316","PDF to Text","Resource page","fiu.edu","https://www.fiu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@fiu.edu OR library@fiu.edu","P1","Not started"
"317","OCR","Resource page","fiu.edu","https://www.fiu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@fiu.edu OR library@fiu.edu","P1","Not started"
"318","OCR","Resource page","fiu.edu","https://www.fiu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@fiu.edu OR library@fiu.edu","P1","Not started"
"319","Compress PDF","Resource page","fsu.edu","https://www.fsu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@fsu.edu OR library@fsu.edu","P1","Not started"
"320","Compress PDF","Resource page","fsu.edu","https://www.fsu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@fsu.edu OR library@fsu.edu","P1","Not started"
"321","PDF to Text","Resource page","fsu.edu","https://www.fsu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@fsu.edu OR library@fsu.edu","P1","Not started"
"322","PDF to Text","Resource page","fsu.edu","https://www.fsu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@fsu.edu OR library@fsu.edu","P1","Not started"
"323","OCR","Resource page","fsu.edu","https://www.fsu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@fsu.edu OR library@fsu.edu","P1","Not started"
"324","OCR","Resource page","fsu.edu","https://www.fsu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@fsu.edu OR library@fsu.edu","P1","Not started"
"325","Compress PDF","Resource page","clemson.edu","https://www.clemson.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@clemson.edu OR library@clemson.edu","P1","Not started"
"326","Compress PDF","Resource page","clemson.edu","https://www.clemson.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@clemson.edu OR library@clemson.edu","P1","Not started"
"327","PDF to Text","Resource page","clemson.edu","https://www.clemson.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@clemson.edu OR library@clemson.edu","P1","Not started"
"328","PDF to Text","Resource page","clemson.edu","https://www.clemson.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@clemson.edu OR library@clemson.edu","P1","Not started"
"329","OCR","Resource page","clemson.edu","https://www.clemson.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@clemson.edu OR library@clemson.edu","P1","Not started"
"330","OCR","Resource page","clemson.edu","https://www.clemson.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@clemson.edu OR library@clemson.edu","P1","Not started"
"331","Compress PDF","Resource page","vt.edu","https://www.vt.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@vt.edu OR library@vt.edu","P1","Not started"
"332","Compress PDF","Resource page","vt.edu","https://www.vt.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@vt.edu OR library@vt.edu","P1","Not started"
"333","PDF to Text","Resource page","vt.edu","https://www.vt.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@vt.edu OR library@vt.edu","P1","Not started"
"334","PDF to Text","Resource page","vt.edu","https://www.vt.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@vt.edu OR library@vt.edu","P1","Not started"
"335","OCR","Resource page","vt.edu","https://www.vt.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@vt.edu OR library@vt.edu","P1","Not started"
"336","OCR","Resource page","vt.edu","https://www.vt.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@vt.edu OR library@vt.edu","P1","Not started"
"337","Compress PDF","Resource page","ncsu.edu","https://www.ncsu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@ncsu.edu OR library@ncsu.edu","P1","Not started"
"338","Compress PDF","Resource page","ncsu.edu","https://www.ncsu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@ncsu.edu OR library@ncsu.edu","P1","Not started"
"339","PDF to Text","Resource page","ncsu.edu","https://www.ncsu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@ncsu.edu OR library@ncsu.edu","P1","Not started"
"340","PDF to Text","Resource page","ncsu.edu","https://www.ncsu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@ncsu.edu OR library@ncsu.edu","P1","Not started"
"341","OCR","Resource page","ncsu.edu","https://www.ncsu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@ncsu.edu OR library@ncsu.edu","P1","Not started"
"342","OCR","Resource page","ncsu.edu","https://www.ncsu.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@ncsu.edu OR library@ncsu.edu","P1","Not started"
"343","Compress PDF","Resource page","pitt.edu","https://www.pitt.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@pitt.edu OR library@pitt.edu","P1","Not started"
"344","Compress PDF","Resource page","pitt.edu","https://www.pitt.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@pitt.edu OR library@pitt.edu","P1","Not started"
"345","PDF to Text","Resource page","pitt.edu","https://www.pitt.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@pitt.edu OR library@pitt.edu","P1","Not started"
"346","PDF to Text","Resource page","pitt.edu","https://www.pitt.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@pitt.edu OR library@pitt.edu","P1","Not started"
"347","OCR","Resource page","pitt.edu","https://www.pitt.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@pitt.edu OR library@pitt.edu","P1","Not started"
"348","OCR","Resource page","pitt.edu","https://www.pitt.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@pitt.edu OR library@pitt.edu","P1","Not started"
"349","Compress PDF","Resource page","drexel.edu","https://www.drexel.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@drexel.edu OR library@drexel.edu","P1","Not started"
"350","Compress PDF","Resource page","drexel.edu","https://www.drexel.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@drexel.edu OR library@drexel.edu","P1","Not started"
"351","PDF to Text","Resource page","drexel.edu","https://www.drexel.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@drexel.edu OR library@drexel.edu","P1","Not started"
"352","PDF to Text","Resource page","drexel.edu","https://www.drexel.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@drexel.edu OR library@drexel.edu","P1","Not started"
"353","OCR","Resource page","drexel.edu","https://www.drexel.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@drexel.edu OR library@drexel.edu","P1","Not started"
"354","OCR","Resource page","drexel.edu","https://www.drexel.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@drexel.edu OR library@drexel.edu","P1","Not started"
"355","Compress PDF","Resource page","temple.edu","https://www.temple.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@temple.edu OR library@temple.edu","P1","Not started"
"356","Compress PDF","Resource page","temple.edu","https://www.temple.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@temple.edu OR library@temple.edu","P1","Not started"
"357","PDF to Text","Resource page","temple.edu","https://www.temple.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@temple.edu OR library@temple.edu","P1","Not started"
"358","PDF to Text","Resource page","temple.edu","https://www.temple.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@temple.edu OR library@temple.edu","P1","Not started"
"359","OCR","Resource page","temple.edu","https://www.temple.edu/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@temple.edu OR library@temple.edu","P1","Not started"
